      25.6	 0.0897244
      25.7	  0.134658
      25.8	  0.188541
      25.9	  0.251374
        26	  0.323155
      26.1	   0.40038
      26.2	  0.479543
      26.3	  0.560644
      26.4	  0.643684
      26.5	  0.728661
      26.6	  0.815577
      26.7	  0.904431
      26.8	  0.995223
      26.9	   1.08795
        27	   1.18262
      27.1	   1.27483
      27.2	   1.36019
      27.3	   1.43869
      27.4	   1.51033
      27.5	   1.57513
      27.6	   1.63306
      27.7	   1.68415
      27.8	   1.72837
      27.9	   1.76575
        28	   1.79626
      28.1	   1.81868
      28.2	   1.83175
      28.3	   1.83548
      28.4	   1.82986
      28.5	    1.8149
      28.6	   1.79059
      28.7	   1.75693
      28.8	   1.71393
      28.9	   1.66159
        29	    1.5999
      29.1	   1.53191
      29.2	   1.46068
      29.3	   1.38621
      29.4	   1.30849
      29.5	   1.22753
      29.6	   1.14333
      29.7	   1.05588
      29.8	  0.965185
      29.9	  0.871247
        30	  0.774066
      30.1	  0.678183
      30.2	   0.58814
      30.3	  0.503936
      30.4	  0.425573
      30.5	   0.35305
      30.6	  0.286366
      30.7	  0.225523
      30.8	  0.170519
      30.9	  0.121355
        31	 0.0780315
      31.1	 0.0424051
      31.2	 0.0163333
      31.3	-0.000183865
      31.4	-0.00714638
      31.5	-0.00455425
      31.6	0.00759253
      31.7	 0.0292939
      31.8	   0.06055
      31.9	  0.101361
        32	  0.151726
      32.1	  0.209111
      32.2	  0.270981
      32.3	  0.337336
      32.4	  0.408176
      32.5	    0.4835
      32.6	  0.563309
      32.7	  0.647604
      32.8	  0.736383
      32.9	  0.829647
        33	  0.927395
      33.1	   1.02503
      33.2	   1.11796
      33.3	   1.20618
      33.4	   1.28969
      33.5	    1.3685
      33.6	   1.44259
      33.7	   1.51198
      33.8	   1.57666
      33.9	   1.63663
        34	   1.69189
      34.1	   1.74001
      34.2	   1.77856
      34.3	   1.80754
      34.4	   1.82694
      34.5	   1.83678
      34.6	   1.83703
      34.7	   1.82772
      34.8	   1.80883
      34.9	   1.78037
        35	   1.74234
      35.1	   1.69671
      35.2	   1.64543
      35.3	   1.58853
      35.4	   1.52598
      35.5	    1.4578
      35.6	   1.38399
      35.7	   1.30453
      35.8	   1.21945
      35.9	   1.12872
        36	   1.03236
      36.1	  0.934925
      36.2	  0.840971
      36.3	  0.750499
      36.4	   0.66351
      36.5	  0.580003
      36.6	  0.499978
      36.7	  0.423436
      36.8	  0.350376
      36.9	  0.280798
        37	  0.214703
      37.1	  0.155049
      37.2	  0.104794
      37.3	 0.0639377
      37.4	 0.0324806
      37.5	 0.0104226
      37.6	-0.00223632
      37.7	-0.0054962
      37.8	0.00064299
      37.9	 0.0161812
        38	 0.0411186
      38.1	 0.0740926
      38.2	  0.113741
      38.3	  0.160063
      38.4	   0.21306
      38.5	  0.272731
      38.6	  0.339077
      38.7	  0.412096
      38.8	   0.49179
      38.9	  0.578158
        39	  0.671201
      39.1	  0.766487
      39.2	  0.859586
      39.3	  0.950498
      39.4	   1.03922
      39.5	   1.12576
      39.6	   1.21011
      39.7	   1.29228
      39.8	   1.37226
      39.9	   1.45005
        40	   1.52565
      40.1	   1.59565
      40.2	    1.6566
      40.3	   1.70852
      40.4	    1.7514
      40.5	   1.78524
      40.6	   1.81005
      40.7	   1.82582
      40.8	   1.83255
      40.9	   1.83024
        41	    1.8189
      41.1	   1.79925
      41.2	   1.77202
      41.3	   1.73721
      41.4	   1.69482
      41.5	   1.64485
      41.6	    1.5873
      41.7	   1.52218
      41.8	   1.44947
      41.9	   1.36919
        42	   1.28133
      42.1	    1.1901
      42.2	   1.09972
      42.3	   1.01019
      42.4	  0.921499
      42.5	  0.833661
      42.6	  0.746669
      42.7	  0.660526
      42.8	   0.57523
      42.9	  0.490781
        43	   0.40718
      43.1	   0.32825
      43.2	  0.257814
      43.3	  0.195874
      43.4	  0.142428
      43.5	  0.097477
      43.6	 0.0610208
      43.7	 0.0330593
      43.8	 0.0135926
      43.9	 0.0026206
        44	0.000143411
      44.1	0.00607961
      44.2	 0.0203478
      44.3	 0.0429481
      44.4	 0.0738803
      44.5	  0.113145
      44.6	  0.160741
      44.7	  0.216669
      44.8	  0.280929
      44.9	  0.353522
        45	  0.434446
      45.1	  0.519791
      45.2	  0.605645
      45.3	  0.692007
      45.4	  0.778878
      45.5	  0.866259
      45.6	  0.954148
      45.7	   1.04255
      45.8	   1.13145
      45.9	   1.22087
        46	   1.31079
      46.1	   1.39708
      46.2	   1.47559
      46.3	   1.54631
      46.4	   1.60925
      46.5	   1.66441
      46.6	   1.71179
      46.7	   1.75138
      46.8	   1.78319
      46.9	   1.80722
        47	   1.82347
      47.1	   1.83137
      47.2	   1.83035
      47.3	   1.82041
      47.4	   1.80156
      47.5	   1.77378
      47.6	   1.73709
      47.7	   1.69148
      47.8	   1.63695
      47.9	    1.5735
        48	   1.50113
      48.1	   1.42338
      48.2	   1.34377
      48.3	   1.26231
      48.4	   1.17899
      48.5	   1.09382
      48.6	   1.00679
      48.7	  0.917907
      48.8	  0.827169
      48.9	  0.734576
        49	  0.640128
