         0	         0
       0.1	 0.0966282
       0.2	  0.192885
       0.3	   0.28877
       0.4	  0.384283
       0.5	  0.479426
       0.6	  0.569872
       0.7	    0.6513
       0.8	  0.723709
       0.9	    0.7871
         1	  0.841471
       1.1	  0.887601
       1.2	  0.926269
       1.3	  0.957474
       1.4	  0.981216
       1.5	  0.997495
       1.6	   1.00401
       1.7	  0.998441
       1.8	  0.980801
       1.9	  0.951087
         2	  0.909297
       2.1	  0.858603
       2.2	  0.802173
       2.3	  0.740008
       2.4	  0.672108
       2.5	  0.598472
       2.6	  0.518975
       2.7	  0.433492
       2.8	  0.342021
       2.9	  0.244564
         3	   0.14112
       3.1	 0.0362939
       3.2	-0.0653095
       3.3	  -0.16369
       3.4	 -0.258848
       3.5	 -0.350783
       3.6	 -0.439283
       3.7	 -0.524135
       3.8	 -0.605339
       3.9	 -0.682895
         4	 -0.756802
       4.1	 -0.823299
       4.2	  -0.87862
       4.3	 -0.922765
       4.4	 -0.955735
       4.5	  -0.97753
       4.6	 -0.989752
       4.7	 -0.994002
       4.8	 -0.990281
       4.9	 -0.978588
         5	 -0.958924
       5.1	 -0.929869
       5.2	 -0.890003
       5.3	 -0.839327
       5.4	 -0.777839
       5.5	  -0.70554
       5.6	 -0.626332
       5.7	 -0.544115
       5.8	  -0.45889
       5.9	 -0.370657
         6	 -0.279415
       6.1	 -0.185437
       6.2	-0.0889948
       6.3	 0.0099123
       6.4	  0.111284
       6.5	   0.21512
       6.6	  0.316849
       6.7	  0.411901
       6.8	  0.500274
       6.9	  0.581969
         7	  0.656987
       7.1	   0.72557
       7.2	  0.787963
       7.3	  0.844165
       7.4	  0.894178
       7.5	     0.938
       7.6	  0.972636
       7.7	   0.99509
       7.8	   1.00536
       7.9	   1.00345
         8	  0.989358
       8.1	  0.965576
       8.2	  0.934598
       8.3	  0.896424
       8.4	  0.851054
       8.5	  0.798487
       8.6	  0.738101
       8.7	   0.66927
       8.8	  0.591997
       8.9	  0.506279
         9	  0.412118
       9.1	  0.313922
       9.2	  0.216096
       9.3	  0.118642
       9.4	 0.0215597
       9.5	-0.0751511
